# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
14 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 4 14000 4.56e+00 8.97e+01
15 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 4 15000 5.31e+00 9.00e+01
16 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 4 16000 5.99e+00 8.87e+01
17 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 4 17000 6.87e+00 8.93e+01
18 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 4 18000 7.13e+00 8.97e+01
19 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 4 19000 7.09e+00 8.85e+01
20 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 4 20000 6.60e+00 8.71e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 1000 3.70e-02 4.08e+00
2 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 2000 2.28e-02 4.60e+00
3 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 3000 2.60e-01 1.20e+01
4 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 4000 4.60e-01 2.18e+01
5 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 5000 7.10e-01 3.14e+01
6 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 6000 1.00e+00 4.08e+01
7 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 7000 1.26e+00 5.01e+01
8 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 8000 1.39e+00 5.98e+01
9 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 9000 1.63e+00 6.97e+01
10 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 10000 2.07e+00 7.92e+01
11 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 11000 2.40e+00 8.37e+01
12 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 12000 2.47e+00 8.43e+01
13 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 13000 2.51e+00 8.60e+01
14 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 14000 2.59e+00 8.68e+01
15 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 15000 2.64e+00 8.79e+01
16 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 16000 2.64e+00 8.80e+01
17 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 17000 2.78e+00 8.78e+01
18 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 18000 2.74e+00 8.99e+01
19 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 19000 2.52e+00 8.94e+01
20 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 5 20000 2.33e+00 8.85e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 1000 2.34e-02 3.89e+00
2 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 2000 1.67e-02 4.15e+00
3 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 3000 1.60e-01 1.19e+01
4 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 4000 3.08e-02 3.95e+00
5 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 5000 2.50e-01 1.33e+01
6 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 6000 4.80e-01 2.25e+01
7 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 7000 6.30e-01 3.20e+01
8 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 8000 8.20e-01 4.25e+01
9 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 9000 1.04e+00 5.15e+01
10 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 10000 1.17e+00 6.15e+01
11 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 11000 1.39e+00 7.12e+01
12 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 12000 1.49e+00 8.03e+01
13 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 13000 1.56e+00 8.64e+01
14 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 14000 1.45e+00 8.85e+01
15 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 15000 1.42e+00 8.91e+01
16 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 16000 1.34e+00 8.80e+01
17 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 17000 1.39e+00 8.92e+01
18 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 18000 1.20e+00 8.72e+01
19 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 19000 1.37e+00 8.85e+01
20 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 6 20000 1.31e+00 9.11e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 1000 2.37e-02 3.94e+00
2 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 2000 3.93e-02 5.61e+00
3 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 3000 8.87e-02 8.10e+00
4 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 4000 9.95e-03 2.49e+00
5 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 5000 2.60e-01 1.09e+01
6 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 6000 4.10e-01 2.12e+01
7 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 7000 5.00e-01 3.06e+01
8 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 8000 6.80e-01 4.05e+01
9 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 9000 8.20e-01 5.03e+01
10 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 10000 1.09e+00 5.98e+01
11 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 11000 1.29e+00 6.92e+01
12 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 12000 1.48e+00 7.72e+01
13 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 13000 1.64e+00 8.32e+01
14 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 14000 1.70e+00 8.61e+01
15 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 15000 1.74e+00 8.70e+01
16 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 16000 1.86e+00 8.85e+01
17 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 17000 1.92e+00 8.94e+01
18 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 18000 1.95e+00 8.87e+01
19 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 19000 1.98e+00 9.05e+01
20 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 7 20000 2.02e+00 9.21e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 1000 1.54e-02 3.80e+00
2 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 2000 4.19e-02 5.29e+00
3 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 3000 4.40e-02 5.17e+00
4 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 4000 4.21e-02 5.57e+00
5 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 5000 1.53e-02 3.54e+00
6 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 6000 2.10e-01 1.44e+01
7 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 7000 8.10e-01 2.43e+01
8 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 8000 1.69e+00 3.35e+01
9 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 9000 2.35e+00 4.29e+01
10 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 10000 3.10e+00 5.26e+01
11 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 11000 3.95e+00 6.30e+01
12 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 12000 4.20e+00 7.23e+01
13 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 13000 5.33e+00 7.87e+01
14 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 14000 6.03e+00 8.47e+01
15 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 15000 7.18e+00 9.19e+01
16 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 16000 7.33e+00 9.20e+01
17 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 17000 8.08e+00 9.21e+01
18 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 18000 8.41e+00 9.23e+01
19 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 19000 8.17e+00 9.13e+01
20 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 8 20000 7.87e+00 9.05e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 1000 2.86e-02 4.07e+00
2 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 2000 6.15e-02 5.58e+00
3 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 3000 1.50e-01 1.51e+01
4 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 4000 3.50e-01 2.04e+01
5 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 5000 1.90e-01 1.31e+01
6 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 6000 5.50e-01 2.21e+01
7 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 7000 1.07e+00 3.16e+01
8 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 8000 1.83e+00 4.12e+01
9 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 9000 2.45e+00 5.07e+01
10 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 10000 3.37e+00 6.09e+01
11 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 11000 4.32e+00 6.92e+01
12 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 12000 5.21e+00 7.74e+01
13 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 13000 6.11e+00 8.59e+01
14 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 14000 7.37e+00 9.16e+01
15 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 15000 8.36e+00 9.06e+01
16 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 16000 9.06e+00 8.97e+01
17 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 17000 9.70e+00 8.97e+01
18 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 18000 1.03e+01 9.00e+01
19 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 19000 1.03e+01 9.05e+01
20 DQN 8 8 2 4 2.50e-01 False 2.50e-01 0 0 9 20000 1.09e+01 9.10e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 1000 1.93e-01 3.72e+00
2 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 2000 1.08e+00 7.93e+00
3 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 3000 4.34e+00 1.69e+01
4 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 4000 8.49e+00 2.59e+01
5 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 5000 1.28e+01 3.50e+01
6 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 6000 1.72e+01 4.44e+01
7 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 7000 2.19e+01 5.36e+01
8 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 8000 2.61e+01 6.20e+01
9 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 9000 3.07e+01 7.15e+01
10 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 10000 3.54e+01 8.05e+01
11 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 11000 4.02e+01 9.01e+01
12 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 12000 4.21e+01 9.17e+01
13 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 13000 4.03e+01 8.68e+01
14 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 14000 4.00e+01 8.54e+01
15 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 15000 4.01e+01 8.53e+01
16 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 16000 4.01e+01 8.53e+01
17 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 17000 4.03e+01 8.58e+01
18 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 18000 4.01e+01 8.53e+01
19 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 19000 4.08e+01 8.66e+01
20 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 0 20000 4.03e+01 8.57e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 1000 2.02e-01 3.96e+00
2 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 2000 6.83e-01 7.86e+00
3 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 3000 3.62e+00 1.63e+01
4 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 4000 8.23e+00 2.53e+01
5 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 5000 1.28e+01 3.42e+01
6 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 6000 1.75e+01 4.40e+01
7 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 7000 2.22e+01 5.36e+01
8 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 8000 2.67e+01 6.22e+01
9 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 9000 3.15e+01 7.16e+01
10 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 10000 3.59e+01 8.03e+01
11 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 11000 4.04e+01 8.93e+01
12 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 12000 4.24e+01 8.98e+01
13 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 13000 4.21e+01 8.92e+01
14 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 14000 4.16e+01 8.80e+01
15 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 15000 4.22e+01 8.89e+01
16 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 16000 4.21e+01 8.88e+01
17 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 17000 4.34e+01 9.14e+01
18 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 18000 4.28e+01 9.02e+01
19 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 19000 4.26e+01 8.95e+01
20 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 1 20000 4.36e+01 9.14e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 1000 2.39e-01 4.18e+00
2 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 2000 1.00e+00 8.66e+00
3 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 3000 5.16e+00 1.75e+01
4 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 4000 9.56e+00 2.64e+01
5 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 5000 1.44e+01 3.56e+01
6 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 6000 1.89e+01 4.45e+01
7 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 7000 2.32e+01 5.29e+01
8 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 8000 2.79e+01 6.20e+01
9 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 9000 3.28e+01 7.18e+01
10 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 10000 3.72e+01 8.06e+01
11 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 11000 4.18e+01 8.95e+01
12 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 12000 4.26e+01 9.02e+01
13 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 13000 4.30e+01 9.08e+01
14 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 14000 4.21e+01 8.90e+01
15 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 15000 4.31e+01 9.11e+01
16 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 16000 4.27e+01 9.02e+01
17 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 17000 4.31e+01 9.10e+01
18 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 18000 4.25e+01 8.99e+01
19 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 19000 4.28e+01 9.03e+01
20 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 2 20000 4.14e+01 8.75e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 1000 2.12e-01 4.24e+00
2 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 2000 8.77e-01 7.57e+00
3 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 3000 9.38e+00 1.57e+01
4 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 4000 1.86e+01 2.50e+01
5 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 5000 2.83e+01 3.45e+01
6 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 6000 3.74e+01 4.33e+01
7 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 7000 4.71e+01 5.27e+01
8 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 8000 5.62e+01 6.18e+01
9 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 9000 6.54e+01 7.12e+01
10 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 10000 7.49e+01 8.05e+01
11 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 11000 8.04e+01 8.58e+01
12 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 12000 8.14e+01 8.69e+01
13 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 13000 8.22e+01 8.75e+01
14 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 14000 8.21e+01 8.72e+01
15 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 15000 8.17e+01 8.68e+01
16 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 16000 8.17e+01 8.67e+01
17 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 17000 8.39e+01 8.88e+01
18 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 18000 8.37e+01 8.85e+01
19 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 19000 8.37e+01 8.85e+01
20 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 3 20000 8.47e+01 8.95e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 1000 1.65e-01 3.66e+00
2 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 2000 6.50e-01 8.08e+00
3 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 3000 4.74e+00 1.74e+01
4 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 4000 9.31e+00 2.64e+01
5 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 5000 1.37e+01 3.47e+01
6 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 6000 1.83e+01 4.39e+01
7 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 7000 2.27e+01 5.26e+01
8 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 8000 2.76e+01 6.24e+01
9 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 9000 3.23e+01 7.15e+01
10 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 10000 3.69e+01 8.05e+01
11 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 11000 4.00e+01 8.53e+01
12 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 12000 3.94e+01 8.40e+01
13 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 13000 3.95e+01 8.40e+01
14 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 14000 3.98e+01 8.44e+01
15 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 15000 4.04e+01 8.55e+01
16 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 16000 4.15e+01 8.78e+01
17 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 17000 4.11e+01 8.71e+01
18 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 18000 4.09e+01 8.65e+01
19 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 19000 4.19e+01 8.86e+01
20 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 4 20000 4.29e+01 9.07e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 1000 1.43e-01 3.86e+00
2 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 2000 6.69e-01 6.36e+00
3 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 3000 8.54e+00 1.53e+01
4 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 4000 1.77e+01 2.46e+01
5 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 5000 2.70e+01 3.37e+01
6 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 6000 3.61e+01 4.31e+01
7 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 7000 4.55e+01 5.21e+01
8 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 8000 5.54e+01 6.23e+01
9 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 9000 6.45e+01 7.17e+01
10 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 10000 7.28e+01 8.01e+01
11 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 11000 8.23e+01 8.94e+01
12 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 12000 8.38e+01 8.97e+01
13 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 13000 8.32e+01 9.02e+01
14 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 14000 8.32e+01 9.03e+01
15 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 15000 8.49e+01 9.21e+01
16 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 16000 8.45e+01 9.18e+01
17 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 17000 8.38e+01 9.12e+01
18 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 18000 8.43e+01 9.15e+01
19 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 19000 8.32e+01 9.03e+01
20 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 5 20000 8.59e+01 9.28e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 6 1000 2.02e-01 4.10e+00
2 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 6 2000 1.25e+00 8.57e+00
3 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 6 3000 1.01e+01 1.77e+01
4 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 6 4000 1.86e+01 2.57e+01
5 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 6 5000 2.81e+01 3.49e+01
6 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 6 6000 3.77e+01 4.44e+01
7 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 6 7000 4.61e+01 5.35e+01
8 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 6 8000 5.51e+01 6.21e+01
9 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 6 9000 6.50e+01 7.16e+01
10 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 6 10000 7.35e+01 7.99e+01
11 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 6 11000 8.24e+01 8.85e+01
12 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 6 12000 8.28e+01 8.87e+01
13 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 6 13000 8.37e+01 8.96e+01
14 DQN 8 8 4 1 2.50e-01 False 2.50e-01 0 0 6 14000 8.37e+01 8.93e+01
